1936
n    50  36  910616  -1.72999999999884E+0001
b    51  36  913360   4.57800000000000E+0003
b    52  36  914553   1.02240000000000E+0004
b    53  36  917640   1.89600000000093E+0002
b    54  36  919520   3.22999999999884E+0001
b    55  36  923380   8.60000000000582E+0000
b    56  36  926270   1.84000000000196E+0000
e    38  37  938510   1.70000000000000E+0001
e    39  37  934960   1.70000000000000E+0001
e    40  37  930280   2.28000000000000E+0002
e    41  37  928090   1.05959999999963E+0003
e    42  37  923954   1.38000000000000E+0003
e    43  37  922519   3.40000000000000E+0001
e    44  37  918990   1.64880000000000E+0004
e    45  37  918195   7.63800000001211E+0001
e    46  37  915144   7.44767999999237E+0006
e    47  37  914390   2.84256000000381E+0006
n    48  37  911794  -7.21699999999255E+0001
b    49  37  911172   1.60963200000000E+0006
n    50  37  909187  -2.78299999999872E+0001
b    51  37  911326   1.06200000000000E+0003
b    52  37  912278   9.12000000000000E+0002
b    53  37  914811   1.56000000000000E+0002
b    54  37  916485   5.84000000000233E+0001
b    55  37  919661   8.12000000000990E+0000
b    56  37  921977   5.85000000000582E+0000
b    57  37  926432   2.72999999999956E+0000
b    58  37  929352   3.80000000000109E-0001
b    59  37  934370   2.00000000000045E-0001
b    60  37  937440   1.70000000000073E-0001
b    61  37  941960   1.30000000000109E-0001
e    41  38  929860   1.25999999999884E+0002
e    42  38  924650   6.36000000000000E+0003
e    43  38  923270   1.33200000000000E+0003
e    44  38  918414   2.21184000000000E+0006
e    45  38  917566   1.16640000000119E+0005
n    46  38  913430  -5.60000000000400E-0001
e    47  38  912937   5.59872000000763E+0006
n    48  38  909267  -9.86000000000058E+0000
n    49  38  908884  -7.00000000000000E+0000
n    50  38  905619  -8.25799999999581E+0001
b    51  38  907450   4.36492800000000E+0006
b    52  38  907738   9.13500000000000E+0008
b    53  38  910187   3.42000000000000E+0004
b    54  38  910944   9.75600000000000E+0003
b    55  38  913987   4.50000000000000E+0002
b    56  38  915367   7.50000000000000E+0001
b    57  38  919380   2.50000000000000E+0001
b    58  38  921170   1.05999999999949E+0000
b    59  38  926140   4.00000000000091E-0001
b    60  38  928620   6.50000000000546E-0001
e    41  39  936250   3.60000000000000E+0001
e    42  39  929200   7.20000000000000E+0001
e    43  39  926810   9.50000000000000E+0000
e    44  39  922300   4.26000000000000E+0002
e    45  39  920310   2.40000000000000E+0003
e    46  39  916437   9.36000000000000E+0003
e    47  39  914893   5.30639999999404E+0004
e    48  39  910882   2.89080000000000E+0005
e    49  39  909508   9.21110400000000E+0006
n    50  39  905849  -1.00000000000000E+0002
b    51  39  907152   2.30400000000000E+0005
b    52  39  907303   5.05440000000000E+0006
b    53  39  908917   1.27440000000000E+0004
b    54  39  909571   3.67200000000000E+0004
b    55  39  911597   1.12200000000000E+0003
b    56  39  912814   6.18000000000000E+0002
b    57  39  915940   6.19999999999709E+0000
b    58  39  918120   3.70000000000073E+0000
b    59  39  922300   6.50000000000546E-0001
b    60  39  924720   1.50000000000000E+0000
e    42  40  931100   1.50000000000000E+0002
e    43  40  928760   4.40000000000000E+0001
e    44  40  923320   1.68000000000000E+0003
e    45  40  921470   4.74000000000000E+0002
e    46  40  916290   5.94000000000000E+0004
e    47  40  914817   6.22800000000745E+0003
e    48  40  910225   7.20576000000000E+0006
e    49  40  908890   2.82240000000000E+0005
n    50  40  904703  -5.14500000000116E+0001
n    51  40  905644  -1.12700000000041E+0001
n    52  40  905039  -1.71700000000128E+0001
b    53  40  906474   4.72500000000000E+0013
n    54  40  906314  -1.73299999999872E+0001
b    55  40  908042   5.53219200000000E+0006
n    56  40  908275  -2.78000000000247E+0000
b    57  40  910950   6.04799999999404E+0004
b    58  40  912735   3.07000000000116E+0001
b    59  40  916540   2.09999999999854E+0000
b    60  40  917750   7.09999999999854E+0000
b    61  40  921520   2.00000000000000E+0000
e    45  41  925310   8.69999999998836E+0001
e    46  41  920370   1.56000000000000E+0002
e    47  41  917950   8.58000000000000E+0002
e    48  41  913449   3.96000000000000E+0003
e    49  41  911263   5.25600000000000E+0004
e    50  41  906991   2.20500000000000E+0010
e    51  41  907192   9.45000000000000E+0014
