-2.02486995201980E+0000 0.00000000000000E+0000
-5.00016092454644E-0001 0.00000000000000E+0000
-2.22222418812862E-0001 0.00000000000000E+0000
-1.25000198041334E-0001 0.00000000000000E+0000
-8.00002185669655E-0002 0.00000000000000E+0000
-5.55557931318731E-0002 0.00000000000000E+0000
-4.08165844306154E-0002 0.00000000000000E+0000
-3.12502717977168E-0002 0.00000000000000E+0000
-2.46916384964777E-0002 0.00000000000000E+0000
-2.00002944225446E-0002 0.00000000000000E+0000
-1.65292303322246E-0002 0.00000000000000E+0000
-1.38892103968828E-0002 0.00000000000000E+0000
-1.18346454905378E-0002 0.00000000000000E+0000
-1.02044192409210E-0002 0.00000000000000E+0000
-8.88923603251612E-0003 0.00000000000000E+0000
-7.81286440246731E-0003 0.00000000000000E+0000
-6.92078550797248E-0003 0.00000000000000E+0000
-6.17321414858196E-0003 0.00000000000000E+0000
-5.54055335244641E-0003 0.00000000000000E+0000
-5.00039838354382E-0003 0.00000000000000E+0000
-4.53555582885912E-0003 0.00000000000000E+0000
-4.13263903893579E-0003 0.00000000000000E+0000
-3.78113384033085E-0003 0.00000000000000E+0000
-3.47265429823196E-0003 0.00000000000000E+0000
-3.20043803087344E-0003 0.00000000000000E+0000
 2.17038494519875E+0000 0.00000000000000E+0000
 4.53335761761764E-0003 1.00560991118618E+0000
-2.39993710293447E-0001 3.20019548561049E-0001
-1.60000181585929E-0001 1.20000842043623E-0001
-1.03806434045282E-0001 5.53643987716441E-0002
-7.10061426265156E-0002 2.95871449356753E-0002
-5.11324515011324E-0002 1.75326598740639E-0002
-3.84002543305542E-0002 1.12018842472565E-0002
-2.98227600627285E-0002 7.57611809372349E-0003
-2.37956412940434E-0002 5.35637875399431E-0003
-1.94101555075008E-0002 3.92387594359889E-0003
-1.61250100539689E-0002 2.95915619579645E-0003
-1.36031722839220E-0002 2.28622692011982E-0003
-1.16266294177194E-0002 1.80280780112874E-0003
-1.00495582252051E-0002 1.44673329010381E-0003
-8.77159467384558E-0003 1.17875813939783E-0003
-7.72189905285359E-0003 9.73284504952154E-0004
-6.84936343518672E-0003 8.13137475491388E-0004
-6.11635442167824E-0003 6.86502141938661E-0004
-5.49472812633667E-0003 5.85072629767147E-0004
-4.96304737888664E-0003 5.02893841256125E-0004
-4.50481371022704E-0003 4.35619876689053E-0004
-4.10711649061568E-0003 3.80032409390552E-0004
-3.75976276421142E-0003 3.33709874827282E-0004
-3.45461446603323E-0003 2.94811139863516E-0004
-3.18511126389254E-0003 2.61912997884028E-0004
 5.00208604687032E-0001 0.00000000000000E+0000
 2.40034774845526E-0001 3.20019548488290E-0001
 2.48083804887077E-0007 2.50001574549970E-0001
-5.91718043160085E-0002 1.42013452630863E-0001
-6.00002255125673E-0002 8.00021537102111E-0002
-4.99407817944189E-0002 4.75651174864424E-0002
-4.00002525403806E-0002 3.00032308034588E-0002
-3.20401401122012E-0002 1.99396890675700E-0002
-2.59518385264528E-0002 1.38451377971478E-0002
-2.13151708893804E-0002 9.97024361464582E-0003
-1.77517793070479E-0002 7.40183425102714E-0003
-1.49763152915341E-0002 5.63792301242927E-0003
-1.27833816626861E-0002 4.38922275743181E-0003
-1.10264344882580E-0002 3.48189211574024E-0003
-9.60034853133607E-0003 2.80753703029646E-0003
-8.42887561042005E-0003 2.29636122789501E-0003
-7.45598307532447E-0003 1.90210610242936E-0003
-6.63994062139750E-0003 1.59333013210983E-0003
-5.94921876682264E-0003 1.34817989363789E-0003
-5.35974466957612E-0003 1.15115574861058E-0003
-4.85286590249956E-0003 9.91063969760120E-0004
-4.41399374184925E-0003 8.59687764690698E-0004
-4.03159216302384E-0003 7.50895428088150E-0004
-3.69644970461991E-0003 6.60070160536819E-0004
-3.40114459527641E-0003 5.83671556664278E-0004
-3.13964604976391E-0003 5.18969456803298E-0004
 2.22222306373169E-0001 0.00000000000000E+0000
 1.59999871876380E-0001 1.20000841985416E-0001
 5.91713714348430E-0002 1.42013452630863E-0001
-2.37691693122854E-0007 1.11113533532261E-0001
-2.24002437016395E-0002 7.68032302852362E-0002
-2.76819153471877E-0002 5.19071521197247E-0002
-2.66669342143189E-0002 3.55604011777473E-0002
-2.37814943494641E-0002 2.49759274923917E-0002
-2.06420570814316E-0002 1.80210983589291E-0002
